date,available_supply
2011-03-06,666758.86430912
2011-03-07,682890.4632048
2011-03-08,663531.65575891
2011-03-09,665606.08721628
2011-03-10,674121.77513387
2011-03-11,676532.29379428
2011-03-12,676872.22776029
2011-03-13,681130.45137896
2011-03-14,683289.87861367
2011-03-15,668173.93293397
2011-03-16,664089.13383145
2011-03-17,665923.97418928
2011-03-18,668129.27872175
2011-03-19,666482.75464227
2011-03-20,668017.85482779
2011-03-21,667395.73245009
2011-03-22,682056.18272191
2011-03-23,676485.81515751
2011-03-24,670020.77748436
2011-03-25,671714.81655436
2011-03-26,652552.12104215
2011-03-27,653096.3990542
2011-03-28,654580.61091084
2011-03-29,657695.91194589
2011-03-30,661246.66502494
2011-03-31,663180.9744703
2011-04-01,669945.92048362
2011-04-02,675984.79976759
2011-04-03,677379.65150714
2011-04-04,671756.88811719
2011-04-05,670524.06788422
2011-04-06,677915.85941092
2011-04-07,679264.60819093
2011-04-08,685657.02148107
2011-04-09,685720.44029946
2011-04-10,691140.43670543
2011-04-11,689779.78323745
2011-04-12,690944.32474987
2011-04-13,684148.66916191
2011-04-14,684754.90458476
2011-04-15,681878.20946754
2011-04-16,678240.77528542
2011-04-17,739270.69899825
2011-04-18,743229.82308191
2011-04-19,755604.84976588
2011-04-20,851327.72133056
2011-04-21,847484.38063299
2011-04-22,846155.3701914
2011-04-23,843880.44696865
2011-04-24,854021.81522205
2011-04-25,854587.19043436
2011-04-26,861050.22109708
2011-04-27,879462.29265002
2011-04-28,899031.85871806
2011-04-29,948341.62956438
2011-04-30,768771.60996005
2011-05-01,767643.96696165
2011-05-02,770365.29751371
2011-05-03,749648.6044023
2011-05-04,675173.10625348
2011-05-05,673384.33005741
2011-05-06,683354.10967329
2011-05-07,684521.14317491
2011-05-08,682528.4657098
2011-05-09,686471.18865042
2011-05-10,684579.63072581
2011-05-11,687947.01444392
2011-05-12,688842.83927972
2011-05-13,683083.14916492
2011-05-14,683862.14831332
2011-05-15,600993.86726138
2011-05-16,599653.42849632
2011-05-17,593426.09965618
2011-05-18,610286.72269224
2011-05-19,627714.27925268
2011-05-20,628053.61918097
2011-05-21,629808.64174511
2011-05-22,633438.87708517
2011-05-23,647264.17265474
2011-05-24,651390.38087148
2011-05-25,649482.82190713
2011-05-26,649257.84840331
2011-05-27,648769.24703684
2011-05-28,650467.4430483
2011-05-29,643000.86933374
2011-05-30,635633.9994437
2011-05-31,636102.96254652
2011-06-01,642063.18799031
2011-06-02,632564.26617399
2011-06-03,621420.35170031
2011-06-04,615482.67086465
2011-06-05,646453.57419525
2011-06-06,647769.56216608
2011-06-07,650627.8647821
2011-06-08,653178.41706131
2011-06-09,651114.89547012
2011-06-10,802324.93771351
2011-06-11,798509.6207344
2011-06-12,972203.98160831
2011-06-13,983308.64944981
2011-06-14,946318.03409409
2011-06-15,941603.74971668
2011-06-16,935258.37835647
2011-06-17,946492.74255854
2011-06-18,953333.63558561
2011-06-19,635097.49321584
2011-06-20,633358.4607802
2011-06-21,639127.01726835
2011-06-22,644826.66910707
2011-06-23,648473.30177573
2011-06-24,640811.97936571
2011-06-25,646726.25601686
2011-06-26,648691.87683951
2011-06-27,637676.88291475
2011-06-28,635248.08491504
2011-06-29,652458.99952481
2011-06-30,634608.36314059
2011-07-01,639039.14088856
2011-07-02,640843.1258303
2011-07-03,643240.28510144
2011-07-04,646524.17214672
2011-07-05,641217.47055576
2011-07-06,648482.19053513
2011-07-07,650226.81218571
2011-07-08,653466.89615839
2011-07-09,661659.30151853
2011-07-10,661146.4533276
2011-07-11,663803.12263794
2011-07-12,666481.51428016
2011-07-13,669419.09927932
2011-07-14,675248.27001396
2011-07-15,676465.673039
2011-07-16,679709.51148792
2011-07-17,679532.81994452
2011-07-18,701679.3354372
2011-07-19,702298.04055548
2011-07-20,704529.20762506
2011-07-21,703910.94708692
2011-07-22,710561.24534149
2011-07-23,714490.47423132
2011-07-24,715926.23232964
2011-07-25,720954.28575309
2011-07-26,723364.80399027
2011-07-27,723568.89195364
2011-07-28,724320.20003028
2011-07-29,708638.73586566
2011-07-30,708263.74168469
2011-07-31,710471.24660393
2011-08-01,713831.24704927
2011-08-02,721266.42041593
2011-08-03,738090.80585934
2011-08-04,766898.12740604
2011-08-05,743828.28746212
2011-08-06,765474.82381153
2011-08-07,758567.65480152
2011-08-08,766719.76278148
2011-08-09,804278.63010337
2011-08-10,806896.77888963
2011-08-11,814158.59406695
2011-08-12,813414.41753859
2011-08-13,819302.68423691
2011-08-14,817342.16660051
2011-08-15,823995.0694774
2011-08-16,828215.72556792
2011-08-17,801318.49694804
2011-08-18,806922.08875168
2011-08-19,811519.02883282
2011-08-20,819030.34997796
2011-08-21,823214.83381573
2011-08-22,835194.29241398
2011-08-23,839370.55354575
2011-08-24,863340.82945466
2011-08-25,886600.53990496
2011-08-26,903868.73261017
2011-08-27,742283.93257289
2011-08-28,746127.58265758
2011-08-29,753207.52260417
2011-08-30,756529.38741133
2011-08-31,758715.30062988
2011-09-01,778002.82834439
2011-09-02,773860.65163684
2011-09-03,785708.18518985
2011-09-04,764198.41483608
2011-09-05,783626.30631092
2011-09-06,796126.55601643
2011-09-07,747353.28731962
2011-09-08,753034.82860523
2011-09-09,748816.78565719
2011-09-10,745016.51517149
2011-09-11,751495.6499942
2011-09-12,731107.80160874
2011-09-13,732280.3700688
2011-09-14,734590.3969974
2011-09-15,752232.09069404
2011-09-16,745152.99129233
2011-09-17,750275.22607575
2011-09-18,783131.61253678
2011-09-19,790196.1294662
2011-09-20,805977.73232372
2011-09-21,762729.64586056
2011-09-22,770033.8006229
2011-09-23,771413.75027537
2011-09-24,778373.48726875
2011-09-25,798981.07638075
2011-09-26,803785.64219908
2011-09-27,813692.79158257
2011-09-28,817231.02264611
2011-09-29,820626.23053207
2011-09-30,824867.49998939
2011-10-01,813445.18319603
2011-10-02,810339.82803355
2011-10-03,813189.78101517
2011-10-04,819163.25572714
2011-10-05,825421.71647963
2011-10-06,817583.90487196
2011-10-07,817328.65432281
2011-10-08,822052.62862393
2011-10-09,825021.2274655
2011-10-10,823891.37263219
2011-10-11,831057.50033623
2011-10-12,830441.76472194
2011-10-13,843189.56161168
2011-10-14,850217.06131742
2011-10-15,849008.14573294
2011-10-16,844780.86636655
2011-10-17,846794.4982617
2011-10-18,845417.92409639
2011-10-19,841435.68787327
2011-10-20,855354.81668087
2011-10-21,849815.67499794
2011-10-22,863028.25552117
2011-10-23,870266.48771927
2011-10-24,878833.18525626
2011-10-25,876745.11606508
2011-10-26,874152.97946413
2011-10-27,882890.21732227
2011-10-28,860473.31676225
2011-10-29,866795.51596628
2011-10-30,867641.60290572
2011-10-31,865015.12784425
2011-11-01,856028.40104093
2011-11-02,855043.57470807
2011-11-03,853115.36392366
2011-11-04,852680.88054505
2011-11-05,869277.98980016
2011-11-06,874133.181859
2011-11-07,876836.32897358
2011-11-08,870701.94209844
2011-11-09,881199.03757274
2011-11-10,874494.51247007
2011-11-11,883974.29229112
2011-11-12,890242.08825115
2011-11-13,905234.48592288
2011-11-14,914489.85251956
2011-11-15,910119.36256926
2011-11-16,1451030.2505118
2011-11-17,927194.22975332
2011-11-18,943877.01974188
2011-11-19,936612.63797292
2011-11-20,1415877.0017054
2011-11-21,914763.67844322
2011-11-22,1411303.988405
2011-11-23,925087.18414743
2011-11-24,915750.93289478
2011-11-25,935903.71290894
2011-11-26,911324.58265623
2011-11-27,913127.48853968
2011-11-28,1451951.4371586
2011-11-29,973087.58908611
2011-11-30,970976.45280877
2011-12-01,1413202.3559186
2011-12-02,954562.15751633
2011-12-03,1408551.1806082
2011-12-04,1413160.3856627
2011-12-05,1403508.6256681
2011-12-06,966402.05201002
2011-12-07,1401693.5346261
2011-12-08,996847.5694355
2011-12-09,1051942.804288
2011-12-10,1058339.9182761
2011-12-11,1102568.4709362
2011-12-12,1152565.0416826
2011-12-13,1170517.8928033
2011-12-14,1189878.1937004
2011-12-15,1190313.7498692
2011-12-16,1185610.4000531
2011-12-17,1187892.0298518
2011-12-18,1205775.1681853
2011-12-19,1204962.7979948
2011-12-20,1167681.5000696
2011-12-21,1161304.2529554
2011-12-22,1141905.6502088
2011-12-23,1128373.8626917
2011-12-24,1139815.3547233
2011-12-25,1151012.135329
2011-12-26,1172628.7970635
2011-12-27,1195789.1686984
2011-12-28,1202870.1801218
2011-12-29,1204150.0126322
2011-12-30,1206048.0378603
2011-12-31,1210492.9150836
2012-01-01,1213964.9586948
2012-01-02,1214440.7019924
2012-01-03,1219296.6971361
2012-01-04,1208780.2421434
2012-01-05,1236671.6726997
2012-01-06,1228266.5760599
2012-01-07,1240067.15276
2012-01-08,1240256.0015535
2012-01-09,1210010.3887589
2012-01-10,1217954.8276953
2012-01-11,1220267.5470112
2012-01-12,1224650.7184554
2012-01-13,1215753.1887284
2012-01-14,1208488.4288502
2012-01-15,1214366.3938413
2012-01-16,1222990.1891797
2012-01-17,1246041.4367323
2012-01-18,1238033.6947677
2012-01-19,1234142.3769945
2012-01-20,1243802.2775857
2012-01-21,1243298.258362
2012-01-22,1237414.3509622
2012-01-23,1235624.7754269
2012-01-24,1241779.3461976
2012-01-25,1238289.445051
2012-01-26,1251564.8905305
2012-01-27,1244660.2411697
2012-01-28,1235497.0250465
2012-01-29,1237218.1170586
2012-01-30,1235817.1217607
2012-01-31,1237744.5919679
2012-02-01,1263293.7799141
2012-02-02,1256611.7733778
2012-02-03,1267359.3736151
2012-02-04,1260467.4313828
2012-02-05,1271335.9060869
2012-02-06,1273902.9638331
2012-02-07,1273995.8162877
2012-02-08,1277581.3872249
2012-02-09,1283412.0919721
2012-02-10,1288738.7690892
2012-02-11,1274950.2843714
2012-02-12,1285859.2887196
2012-02-13,1337335.5444588
2012-02-14,1392451.098705
2012-02-15,1250758.8309953
2012-02-16,1281274.1328439
2012-02-17,1280591.1346329
2012-02-18,1329992.1749372
2012-02-19,1329000.1975531
2012-02-20,1345359.172968
2012-02-21,1348218.3841842
2012-02-22,1359548.8283167
2012-02-23,1372307.3186304
2012-02-24,1374476.9672618
2012-02-25,1343476.9106762
2012-02-26,1350698.0991887
2012-02-27,1354135.5217219
2012-02-28,1347998.2773483
2012-02-29,1363261.4528079
2012-03-01,1346188.5007275
2012-03-02,1310025.3983341
2012-03-03,1311539.7083216
2012-03-04,1338089.014472
2012-03-05,1350876.9541098
2012-03-06,1360433.9307065
2012-03-07,1367560.4646114
2012-03-08,1366862.1495511
2012-03-09,1372623.2636347
2012-03-10,1371770.9340733
2012-03-11,1377334.1337628
2012-03-12,1378948.9543446
2012-03-13,1385450.6360264
2012-03-14,1390440.9402629
2012-03-15,1378295.4362437
2012-03-16,1380268.2463504
2012-03-17,1405732.8762522
2012-03-18,1410315.860182
2012-03-19,1408528.6735466
2012-03-20,1425005.8291532
2012-03-21,1422659.0901917
2012-03-22,1462758.764045
2012-03-23,1445765.0435266
2012-03-24,1446790.723306
2012-03-25,1427976.3660544
2012-03-26,1428825.2678032
2012-03-27,1436141.7978028
2012-03-28,1433154.4009364
2012-03-29,1444253.1243794
2012-03-30,1453190.8469356
2012-03-31,1463183.4118533
2012-04-01,1465275.9823984
2012-04-02,1463674.7433301
2012-04-03,1479023.4130067
2012-04-04,1464646.5507318
2012-04-05,1474449.390521
2012-04-06,1448774.6786128
2012-04-07,1449792.4711021
2012-04-08,1454800.9893006
2012-04-09,1431307.0014705
2012-04-10,1457664.6174824
2012-04-11,1474293.1228505
2012-04-12,1454731.567809
2012-04-13,1471577.3854822
2012-04-14,1478217.2808134
2012-04-15,1488583.8238451
2012-04-16,1468228.181698
2012-04-17,1456662.071876
2012-04-18,1477400.6384863
2012-04-19,1491303.8856555
2012-04-20,1495590.2536394
2012-04-21,1498877.4056694
2012-04-22,1454266.7751175
2012-04-23,1455540.5905113
2012-04-24,1462028.2521841
2012-04-25,1454865.5157695
2012-04-26,1462456.0569934
2012-04-27,1465926.4512289
2012-04-28,1466194.440092
2012-04-29,1461500.5755197
2012-04-30,1474455.2964726
2012-05-01,1479286.0230446
2012-05-02,1496530.4774454
2012-05-03,1504480.5763551
2012-05-04,1523899.0647928
2012-05-05,1511292.4581921
2012-05-06,1447822.1848183
2012-05-07,1441531.0127987
2012-05-08,1453438.4798484
2012-05-09,1462383.0478204
2012-05-10,1475225.2300154
2012-05-11,1437924.1402982
2012-05-12,1404806.3194983
2012-05-13,1423004.6129514
2012-05-14,1415637.6595803
2012-05-15,1413184.6044427
2012-05-16,1414216.7872818
2012-05-17,1429038.2542763
2012-05-18,1433214.7037012
2012-05-19,1440933.3870555
2012-05-20,1453514.6067173
2012-05-21,1464382.5751671
2012-05-22,1468965.9342072
2012-05-23,1462132.3318889
2012-05-24,1454988.5045801
2012-05-25,1465619.6964956
2012-05-26,1473071.2838585
2012-05-27,1478676.5506577
2012-05-28,1488292.069893
2012-05-29,1493004.0654418
2012-05-30,1473561.7353038
2012-05-31,1470828.6577568
2012-06-01,1529991.1829105
2012-06-02,1525047.3183407
2012-06-03,1529062.7163917
2012-06-04,1542601.2209434
2012-06-05,1559424.243321
2012-06-06,1554403.4576569
2012-06-07,1550156.7351535
2012-06-08,1581400.8127808
2012-06-09,1548005.5314469
2012-06-10,1546197.0149923
2012-06-11,1549050.2877467
2012-06-12,1565125.4452136
2012-06-13,1540916.7007421
2012-06-14,1544180.2736025
2012-06-15,1601367.7053427
2012-06-16,1615053.9993
2012-06-17,1607413.8915947
2012-06-18,1610251.7000491
2012-06-19,1596841.7150268
2012-06-20,1601560.6431266
2012-06-21,1599886.3791057
2012-06-22,1609231.3111103
2012-06-23,1613818.227706
2012-06-24,1642512.1993481
2012-06-25,1655355.7066628
2012-06-26,1648430.4926786
2012-06-27,1638701.3379939
2012-06-28,1657530.2696591
2012-06-29,1659093.9280951
2012-06-30,1666966.1682591
2012-07-01,1682633.700158
2012-07-02,1674346.5682561
2012-07-03,1668844.6931903
2012-07-04,1678288.6814699
2012-07-05,1677715.8327676
2012-07-06,1666702.0983329
2012-07-07,1667433.7574604
2012-07-08,1662029.8050476
2012-07-09,1672507.6248936
2012-07-10,1686588.3800747
2012-07-11,1678561.1611087
2012-07-12,1647243.4752459
2012-07-13,1661970.6402809
2012-07-14,1634783.5442355
2012-07-15,1642019.783611
2012-07-16,1668025.9522767
2012-07-17,1776678.1531326
2012-07-18,1783187.1503022
2012-07-19,1772521.6678655
2012-07-20,1762576.115627
2012-07-21,1751619.8560576
2012-07-22,1781867.8390017
2012-07-23,1780856.2840566
2012-07-24,1792849.7326314
2012-07-25,1783700.9412561
2012-07-26,1769686.5232548
2012-07-27,1757420.5308877
2012-07-28,1752410.5283497
2012-07-29,1718236.7998582
2012-07-30,1710650.5914687
2012-07-31,1714889.3159214
2012-08-01,1731255.6210152
2012-08-02,1768026.8721979
2012-08-03,1769931.8498874
2012-08-04,1763402.7931944
2012-08-05,1713059.5116954
2012-08-06,1724312.2548536
2012-08-07,1735771.9462231
2012-08-08,1729671.9281339
2012-08-09,1722431.492134
2012-08-10,1721985.3170454
2012-08-11,1731377.0310497
2012-08-12,1738740.1636426
2012-08-13,1767311.5725436
2012-08-14,1762621.9463438
2012-08-15,1772185.6769082
2012-08-16,1763227.7425912
2012-08-17,1751321.3624144
2012-08-18,1766601.3943591
2012-08-19,2012430.5786251
2012-08-20,1996408.3379543
2012-08-21,1996516.2888611
2012-08-22,1948182.4893144
2012-08-23,1964902.9017683
2012-08-24,1994073.9792803
2012-08-25,1979727.7162362
2012-08-26,2021031.6103953
2012-08-27,1999496.0887874
2012-08-28,2017902.8580199
2012-08-29,2038074.5780209
2012-08-30,2052270.694955
2012-08-31,1928959.6625409
2012-09-01,1969373.4258914
2012-09-02,1997035.3750783
2012-09-03,2008593.9728846
2012-09-04,2004620.9171281
2012-09-05,2037870.6661513
2012-09-06,2066235.0857908
2012-09-07,2097994.5405242
2012-09-08,2121297.8989543
2012-09-09,2092320.8681262
2012-09-10,1947165.3650698
2012-09-11,1985794.4869848
2012-09-12,2031683.127738
2012-09-13,2035399.4699893
2012-09-14,2060455.0213785
2012-09-15,2075186.2916092
2012-09-16,2109381.3449493
2012-09-17,2125808.5861966
2012-09-18,2141731.9658312
2012-09-19,2162521.6834887
2012-09-20,2203183.8636073
2012-09-21,2200393.3768311
2012-09-22,2200558.4855417
2012-09-23,2210060.9470901
2012-09-24,2155861.3916516
2012-09-25,2114761.9504095
2012-09-26,2096768.078599
2012-09-27,2051488.3522873
2012-09-28,2004177.5638698
2012-09-29,1938556.3395133
2012-09-30,1892278.1314844
2012-10-01,1908758.363487
2012-10-02,1867717.7104011
2012-10-03,1826594.6109232
2012-10-04,1836210.9599904
2012-10-05,1842680.9145175
2012-10-06,1842427.4712003
2012-10-07,1845456.7923243
2012-10-08,1825107.7993393
2012-10-09,1839620.4551735
2012-10-10,1836283.5074975
2012-10-11,1831788.834222
2012-10-12,1838800.5111751
2012-10-13,1867399.0167351
2012-10-14,1879871.3978899
2012-10-15,1909019.6149886
2012-10-16,1894356.903777
2012-10-17,1886059.9168294
2012-10-18,1889981.2659989
2012-10-19,1910308.4928289
2012-10-20,1915738.9052347
2012-10-21,1933434.7522269
2012-10-22,1966285.9574513
2012-10-23,1966996.3121723
2012-10-24,1964235.3282582
2012-10-25,1988951.0735085
2012-10-26,1957293.7854229
2012-10-27,1997377.7117783
2012-10-28,2027131.3855274
2012-10-29,2040477.1147051
2012-10-30,2037152.182345
2012-10-31,2074500.1134769
2012-11-01,2099270.3804188
2012-11-02,2103417.421367
2012-11-03,2097774.2644988
2012-11-04,2108086.9846797
2012-11-05,2091322.0361344
2012-11-06,2099082.2786425
2012-11-07,2096897.4533551
2012-11-08,2109233.6824859
2012-11-09,2106108.6881906
2012-11-10,2105932.236016
2012-11-11,2116132.0672674
2012-11-12,2111935.3844132
2012-11-13,2101871.4080887
2012-11-14,2107832.8363978
2012-11-15,2119309.3500729
2012-11-16,2121153.9512357
2012-11-17,2117027.6292401
2012-11-18,2137935.6942787
2012-11-19,2164950.8623607
2012-11-20,2171504.925156
2012-11-21,2177501.4295017
2012-11-22,2175053.737398
2012-11-23,2175857.0265166
2012-11-24,2210575.9656912
2012-11-25,2204591.8516585
2012-11-26,2189768.5154652
2012-11-27,2182725.0901182
2012-11-28,2182932.2277644
2012-11-29,2193799.8408826
2012-11-30,2176075.796963
2012-12-01,2180699.7994298
2012-12-02,2193060.1567393
2012-12-03,2174222.3389352
2012-12-04,2149563.8214117
2012-12-05,2122828.3704206
2012-12-06,2124066.1356004
2012-12-07,2134631.016735
2012-12-08,2138097.2086357
2012-12-09,2139197.3403481
2012-12-10,2129992.7694491
2012-12-11,2123808.9296894
2012-12-12,2121586.7789732
2012-12-13,2104179.1807118
2012-12-14,2083627.8664964
2012-12-15,2081382.2988719
2012-12-16,2080687.3225459
2012-12-17,2081766.7237575
2012-12-18,2074052.3670248
2012-12-19,2077551.4816836
2012-12-20,2074727.673399
2012-12-21,2067088.0058598
2012-12-22,2069030.652092
2012-12-23,2056639.5176446
2012-12-24,2069005.1773469
2012-12-25,2082762.9724045
2012-12-26,2075809.104362
2012-12-27,2088823.4787446
2012-12-28,2072849.9513758
2012-12-29,2068963.851794
2012-12-30,2071519.7087346
2012-12-31,2077214.1059738
2013-01-01,2068617.1902936
2013-01-02,2055016.0755153
2013-01-03,2071768.1518719
2013-01-04,2028742.158814
2013-01-05,2036990.026766
2013-01-06,2034240.3728538
2013-01-07,2045882.1364103
2013-01-08,2104048.5326757
2013-01-09,2109474.248692
2013-01-10,2078658.0513419
2013-01-11,2077420.9664568
2013-01-12,2086719.3152154
2013-01-13,2097861.0924051
2013-01-14,2080401.2651097
2013-01-15,2092078.4273546
2013-01-16,2105729.3105027
2013-01-17,2086027.8653054
2013-01-18,2071429.6096241
2013-01-19,2073236.6338402
2013-01-20,2081685.6072623
2013-01-21,2088681.1992057
2013-01-22,2074395.6980484
2013-01-23,2061785.3207296
2013-01-24,2058344.2425211
2013-01-25,2042654.2212245
2013-01-26,2050854.3483355
2013-01-27,2071388.4656018
2013-01-28,2102971.3309131
2013-01-29,2131723.4645491
2013-01-30,2154219.5490626
2013-01-31,2124957.6757832
2013-02-01,2088263.0067781
2013-02-02,2065469.0325008
2013-02-03,2064599.2657974
2013-02-04,2064998.5103109
2013-02-05,2071971.1438268
2013-02-06,2065642.1801604
2013-02-07,2084742.608138
2013-02-08,2062390.8674953
2013-02-09,2061932.0352189
2013-02-10,2071521.9833863
2013-02-11,2088572.072978
2013-02-12,2101051.2892525
2013-02-13,2096577.175415
2013-02-14,2082722.8628251
2013-02-15,2087598.4572659
2013-02-16,2074058.9395193
2013-02-17,2057823.9238442
2013-02-18,2082872.8976474
2013-02-19,2085306.9777676
2013-02-20,2062291.3472444
2013-02-21,2067010.1804063
2013-02-22,2064554.9119916
2013-02-23,2081857.9523856
2013-02-24,2063310.9253892
2013-02-25,2068936.6921957
2013-02-26,2075117.1721355
2013-02-27,2077594.7829045
2013-02-28,2071480.3824679
2013-03-01,2067258.0765537
2013-03-02,2071678.7743012
2013-03-03,2083836.484932
2013-03-04,2073254.6474437
2013-03-05,2083072.6506991
2013-03-06,2098072.3230028
2013-03-07,2083433.6622397
2013-03-08,2074352.5438774
2013-03-09,2062245.9289985
2013-03-10,2066443.1023462
2013-03-11,2074095.0859747
2013-03-12,2078638.0847376
2013-03-13,2100316.9731778
2013-03-14,2103613.6820888
2013-03-15,2096593.1507576
2013-03-16,2103542.1436804
2013-03-17,2108338.1860493
2013-03-18,2129203.1648759
2013-03-19,2128864.9895452
2013-03-20,2145161.9566482
2013-03-21,2135052.5288728
2013-03-22,2130314.7252888
2013-03-23,2129051.9945804
2013-03-24,2139140.8677931
2013-03-25,2102932.1652836
2013-03-26,2098109.32828
2013-03-27,2103294.7897704
2013-03-28,2130031.1133498
2013-03-29,2132925.8728531
2013-03-30,2117891.0182516
2013-03-31,2125544.2424678
2013-04-01,2084890.6180874
2013-04-02,2088801.2808491
2013-04-03,2111037.318595
2013-04-04,2112684.6754164
2013-04-05,2121693.9183184
2013-04-06,2120368.1315108
2013-04-07,2138859.8187618
2013-04-08,2135690.2025045
2013-04-09,2139133.856507
2013-04-10,2154053.9150713
2013-04-11,2190056.0056481
2013-04-12,2202602.5994169
2013-04-13,2211307.9937393
2013-04-14,2232002.6647625
2013-04-15,2268137.8271733
2013-04-16,2274325.7848329
2013-04-17,2271835.2219062
2013-04-18,2262782.7141137
2013-04-19,2281815.9891837
2013-04-20,2277325.6097671
2013-04-21,2269780.1848969
2013-04-22,2276787.1774004
2013-04-23,2281890.2081874
2013-04-24,2282098.1679072
2013-04-25,2308081.8439339
2013-04-26,2305753.6706635
2013-04-27,2326141.6615096
2013-04-28,2326486.3999324
2013-04-29,2310018.3928705
2013-04-30,2291685.082623
2013-05-01,2334305.3809122
2013-05-02,2337152.8277293
2013-05-03,2329340.9350641
2013-05-04,2340471.6429955
2013-05-05,2341991.4033457
2013-05-06,2323788.4815694
2013-05-07,2327834.47339
2013-05-08,2327743.3017258
2013-05-09,2328093.9146478
2013-05-10,2327648.0943101
2013-05-11,2309759.217741
2013-05-12,2311703.230941
2013-05-13,2309562.0856061
2013-05-14,2320077.0646542
2013-05-15,2300835.2874484
2013-05-16,2291225.6188455
2013-05-17,2282428.032003
2013-05-18,2255134.0847072
2013-05-19,2250628.9876042
2013-05-20,2254195.8215
2013-05-21,2259971.9157403
2013-05-22,2266044.3373643
2013-05-23,2260494.4756172
2013-05-24,2275516.7005627
2013-05-25,2294084.1369012
2013-05-26,2294897.2651586
2013-05-27,2309154.792212
2013-05-28,2317033.7574767
2013-05-29,2323377.4289527
2013-05-30,2299191.8102144
2013-05-31,2298898.6854104
2013-06-01,2304279.8651442
2013-06-02,2307477.6761046
2013-06-03,2294565.935713
2013-06-04,2295557.6466648
2013-06-05,2294682.0374496
2013-06-06,2253241.395813
2013-06-07,2259918.1410333
2013-06-08,2258109.9731113
2013-06-09,2262289.0724014
2013-06-10,2262695.9603933
2013-06-11,2272273.4223153
2013-06-12,2267624.4907544
2013-06-13,2262829.9881624
2013-06-14,2264566.3041857
2013-06-15,2264901.0613444
2013-06-16,2260737.2683421
2013-06-17,2283209.6280334
2013-06-18,2271208.9109154
2013-06-19,2265634.4684462
2013-06-20,2275075.549674
2013-06-21,2276322.2773088
2013-06-22,2285406.4994194
2013-06-23,2284405.100955
2013-06-24,2298099.652754
2013-06-25,2301093.6964736
2013-06-26,2288828.8062876
2013-06-27,2307493.2806203
2013-06-28,2297920.2982034
2013-06-29,2304496.7255831
2013-06-30,2309271.3161186
2013-07-01,2320127.9983908
2013-07-02,2325317.4503623
2013-07-03,2337798.0802056
2013-07-04,2341369.9153923
2013-07-05,2374843.6292409
2013-07-06,2366956.7457929
2013-07-07,2371023.1309226
2013-07-08,2364218.0403018
2013-07-09,2363385.7480853
2013-07-10,2382155.7668001
2013-07-11,2376232.0152426
2013-07-12,2393796.5572436
2013-07-13,2401201.5047565
2013-07-14,2405971.5511252
2013-07-15,2409633.7068631
2013-07-16,2432976.8707796
2013-07-17,2425529.2617824
2013-07-18,2397619.2966026
2013-07-19,2384025.3052541
2013-07-20,2380951.8278758
2013-07-21,2387136.3384539
2013-07-22,2404943.1564568
2013-07-23,2417528.0315992
2013-07-24,2427362.8727167
2013-07-25,2435941.8067366
2013-07-26,2439700.7812054
2013-07-27,2448644.2476762
2013-07-28,2451042.3029992
2013-07-29,2463155.4115499
2013-07-30,2459015.2345917
2013-07-31,2501104.6303875
2013-08-01,2494810.4329128
2013-08-02,2514348.3636925
2013-08-03,2467056.5080095
2013-08-04,2471057.2661097
2013-08-05,2477988.5546214
2013-08-06,2486451.3701561
2013-08-07,2497245.1852306
2013-08-08,2510453.728545
2013-08-09,2515220.8694406
2013-08-10,2525828.3654962
2013-08-11,2525488.5063984
2013-08-12,2526511.9178224
2013-08-13,2463779.5477358
2013-08-14,2489424.6221346
2013-08-15,2506113.1927842
2013-08-16,2517082.1956989
2013-08-17,2493425.1000056
2013-08-18,2494748.6637001
2013-08-19,2496259.5281647
2013-08-20,2470826.2963722
2013-08-21,2467577.7568111
2013-08-22,2458171.8699973
2013-08-23,2449661.8039298
2013-08-24,2455564.174521
2013-08-25,2444703.363667
2013-08-26,2441340.4387457
2013-08-27,2423786.0365166
2013-08-28,2431009.2382118
2013-08-29,2441677.9378546
2013-08-30,2429566.0278016
2013-08-31,2437766.4325539
2013-09-01,2433379.0199169
2013-09-02,2452556.841533
2013-09-03,2511907.3616622
2013-09-04,2511670.6999195
2013-09-05,2519305.2407528
2013-09-06,2520377.3784948
2013-09-07,2525994.3851582
2013-09-08,2531240.4267232
2013-09-09,2529642.6967059
2013-09-10,2545008.0882007
2013-09-11,2536677.4624648
2013-09-12,2552976.6378214
2013-09-13,2564746.1738681
2013-09-14,2572840.7059012
2013-09-15,2576303.189256
2013-09-16,2567572.7133253
2013-09-17,2568763.911724
2013-09-18,2562150.8082552
2013-09-19,2559822.6918157
2013-09-20,2565558.9478024
2013-09-21,2563430.0870664
2013-09-22,2549130.0907844
2013-09-23,2573982.5294713
2013-09-24,2572477.8782739
2013-09-25,2571468.3757756
2013-09-26,2575083.4482681
2013-09-27,2573624.7761978
2013-09-28,2580001.3927028
2013-09-29,2580201.3183998
2013-09-30,2576429.7668686
2013-10-01,2599054.8842291
2013-10-02,2562844.2178077
2013-10-03,2571435.2358561
2013-10-04,2578319.7818568
2013-10-05,2573040.7154876
2013-10-06,2576478.9008834
2013-10-07,2567760.0475035
2013-10-08,2571539.637855
2013-10-09,2576009.3674097
2013-10-10,2573154.401052
2013-10-11,2595546.7841456
2013-10-12,2580265.822901
2013-10-13,2597431.996609
2013-10-14,2621241.4823119
2013-10-15,2616249.0920832
